Dia,Mes,Anio,Estacion,Alcaldia,Latitud,Longitud,avgAQI
20,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,60
20,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,57
20,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,13
20,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,45
20,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,14
20,10,2018,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,10
20,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,12
21,10,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,14
21,10,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,38
21,10,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,50
21,10,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,29
21,10,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,8
21,10,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,12
21,10,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,15
21,10,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,43
21,10,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,48
21,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,54
21,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,43
21,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,7
21,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,36
21,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,51
21,10,2018,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,7
21,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,8
22,10,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,16
22,10,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,37
22,10,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,55
22,10,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,29
22,10,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,13
22,10,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,13
22,10,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,15
22,10,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,59
22,10,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,62
22,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,54
22,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,55
22,10,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,23
22,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,14
22,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,49
22,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,56
22,10,2018,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,9
22,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,13
23,10,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,19
23,10,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,56
23,10,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,68
23,10,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,89
23,10,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,10
23,10,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,66
23,10,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,13
23,10,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,94
23,10,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,98
23,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,10
23,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,84
23,10,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,21
23,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,10
23,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,58
23,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,66
23,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,15
24,10,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,19
24,10,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,90
24,10,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,103
24,10,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,125
24,10,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,39
24,10,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,82
24,10,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,37
24,10,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,119
24,10,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,123
24,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,115
24,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,113
24,10,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,29
24,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,49
24,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,96
24,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,105
24,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,16
25,10,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,38
25,10,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,118
25,10,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,137
25,10,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,153
25,10,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,51
25,10,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,103
25,10,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,42
25,10,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,125
25,10,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,143
25,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,148
25,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,131
25,10,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,53
25,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,58
25,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,124
25,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,126
25,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,44
26,10,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,109
26,10,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,120
26,10,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,135
26,10,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,45
26,10,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,94
26,10,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,43
26,10,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,130
26,10,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,127
26,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,140
26,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,121
26,10,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,51
26,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,19
26,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,117
26,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,97
26,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,50
27,10,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,94
27,10,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,94
27,10,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,103
27,10,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,14
27,10,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,74
27,10,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,15
27,10,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,101
27,10,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,97
27,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,114
27,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,94
27,10,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,28
27,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,17
27,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,88
27,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,31
27,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,15
28,10,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,50
28,10,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,43
28,10,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,57
28,10,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,17
28,10,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,48
28,10,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,16
28,10,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,57
28,10,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,67
28,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,62
28,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,50
28,10,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,20
28,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,18
28,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,45
28,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,66
28,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,17
29,10,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,66
29,10,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,65
29,10,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,78
29,10,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,17
29,10,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,56
29,10,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,22
29,10,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,69
29,10,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,72
29,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,76
29,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,70
29,10,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,28
29,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,19
29,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,63
29,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,79
29,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,21
30,10,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,61
30,10,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,75
30,10,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,103
30,10,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,21
30,10,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,66
30,10,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,27
30,10,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,97
30,10,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,86
30,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,113
30,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,77
30,10,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,19
30,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,22
30,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,79
30,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,13
30,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,26
31,10,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,75
31,10,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,102
31,10,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,121
31,10,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,20
31,10,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,72
31,10,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,23
31,10,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,107
31,10,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,104
31,10,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,16
31,10,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,111
31,10,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,31
31,10,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,25
31,10,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,88
31,10,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,127
31,10,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,22
1,11,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,83
1,11,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,92
1,11,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,129
1,11,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,8
1,11,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,66
1,11,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,23
1,11,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,103
1,11,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,102
1,11,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,3
1,11,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,96
1,11,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,23
1,11,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,16
1,11,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,67
1,11,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,87
1,11,2018,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,13
1,11,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,15
2,11,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,18
2,11,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,53
2,11,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,84
2,11,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,83
2,11,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,12
2,11,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,26
2,11,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,11
2,11,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,84
2,11,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,77
2,11,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,12
2,11,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,71
2,11,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,24
2,11,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,12
2,11,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,48
2,11,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,63
2,11,2018,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,10
2,11,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,14
3,11,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,19
3,11,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,51
3,11,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,56
3,11,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,69
3,11,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,14
3,11,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,40
3,11,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,10
3,11,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,67
3,11,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,64
3,11,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,10
3,11,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,62
3,11,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,20
3,11,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,17
3,11,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,45
3,11,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,46
3,11,2018,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,5
3,11,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,13
4,11,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,16
4,11,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,78
4,11,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,74
4,11,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,85
4,11,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,11
4,11,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,66
4,11,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,11
4,11,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,85
4,11,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,73
4,11,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,9
4,11,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,75
4,11,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,16
4,11,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,12
4,11,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,74
4,11,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,61
4,11,2018,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,7
4,11,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,9
5,11,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,17
5,11,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,60
5,11,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,72
5,11,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,100
5,11,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,10
5,11,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,49
5,11,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,12
5,11,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,81
5,11,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,84
5,11,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,11
5,11,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,16
5,11,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,19
5,11,2018,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,12
5,11,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,59
5,11,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,67
5,11,2018,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,10
5,11,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,12
6,11,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,17
6,11,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,98
6,11,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,103
6,11,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,148
6,11,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,32
6,11,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,104
6,11,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,27
6,11,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,118
6,11,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,117
6,11,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,129
6,11,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,119
6,11,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,32
6,11,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,112
6,11,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,106
6,11,2018,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,9
6,11,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,30
7,11,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,43
7,11,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,114
7,11,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,120
7,11,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,34
7,11,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,103
7,11,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,27
7,11,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,122
7,11,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,127
7,11,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,137
7,11,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,115
7,11,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,61
7,11,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,115
7,11,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,131
7,11,2018,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,19
7,11,2018,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,10
8,11,2018,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,38
8,11,2018,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,82
8,11,2018,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,103
8,11,2018,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,113
8,11,2018,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,26
8,11,2018,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,82
8,11,2018,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,20
8,11,2018,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,118
8,11,2018,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,120
8,11,2018,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,141
8,11,2018,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,24
8,11,2018,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,53
8,11,2018,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,98
8,11,2018,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,123
