Dia,Mes,Anio,Estacion,Alcaldia,Latitud,Longitud,avgAQI
5,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,147
5,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,154
5,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,159
5,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,76
5,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,71
5,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,145
5,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,61
5,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,148
5,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,143
5,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,167
5,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,146
5,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,145
5,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,77
5,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,78
5,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,164
5,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,84
5,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,75
6,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,82
6,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,148
6,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,150
6,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,166
6,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,70
6,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,64
6,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,149
6,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,63
6,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,144
6,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,143
6,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,157
6,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,143
6,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,146
6,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,73
6,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,79
6,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,168
6,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,41
6,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,73
7,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,77
7,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,158
7,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,157
7,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,162
7,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,73
7,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,70
7,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,154
7,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,80
7,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,153
7,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,137
7,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,158
7,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,145
7,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,172
7,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,75
7,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,80
7,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,170
7,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,39
7,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,83
8,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,67
8,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,164
8,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,166
8,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,164
8,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,78
8,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,71
8,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,149
8,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,65
8,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,157
8,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,156
8,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,167
8,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,153
8,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,157
8,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,84
8,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,83
8,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,167
8,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,32
8,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,75
9,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,55
9,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,154
9,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,155
9,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,169
9,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,76
9,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,70
9,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,147
9,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,67
9,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,153
9,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,149
9,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,157
9,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,149
9,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,137
9,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,71
9,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,82
9,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,151
9,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,154
9,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,70
10,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,52
10,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,121
10,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,138
10,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,154
10,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,64
10,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,59
10,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,127
10,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,62
10,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,131
10,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,125
10,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,147
10,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,136
10,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,127
10,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,62
10,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,76
10,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,126
10,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,140
10,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,58
11,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,38
11,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,128
11,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,138
11,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,156
11,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,58
11,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,55
11,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,129
11,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,56
11,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,139
11,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,133
11,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,154
11,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,131
11,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,122
11,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,64
11,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,65
11,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,140
11,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,150
11,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,51
12,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,33
12,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,130
12,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,134
12,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,157
12,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,47
12,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,46
12,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,121
12,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,54
12,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,134
12,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,130
12,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,150
12,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,137
12,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,123
12,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,54
12,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,61
12,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,145
12,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,148
12,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,44
13,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,43
13,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,127
13,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,144
13,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,165
13,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,48
13,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,52
13,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,123
13,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,60
13,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,141
13,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,141
13,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,161
13,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,135
13,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,124
13,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,54
13,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,61
13,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,152
13,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,155
13,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,41
14,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,37
14,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,120
14,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,137
14,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,144
14,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,50
14,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,49
14,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,93
14,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,43
14,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,137
14,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,157
14,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,148
14,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,112
14,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,127
14,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,48
14,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,40
14,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,149
14,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,147
14,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,52
15,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,44
15,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,108
15,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,128
15,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,146
15,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,42
15,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,44
15,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,97
15,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,42
15,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,129
15,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,125
15,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,147
15,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,108
15,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,106
15,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,43
15,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,41
15,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,146
15,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,143
15,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,49
16,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,45
16,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,123
16,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,132
16,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,143
16,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,54
16,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,53
16,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,111
16,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,51
16,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,126
16,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,130
16,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,150
16,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,112
16,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,112
16,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,54
16,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,48
16,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,157
16,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,145
16,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,50
17,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,56
17,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,136
17,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,147
17,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,153
17,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,72
17,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,71
17,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,128
17,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,76
17,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,152
17,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,149
17,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,161
17,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,137
17,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,136
17,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,78
17,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,79
17,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,151
17,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,153
17,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,69
18,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,38
18,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,129
18,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,111
18,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,140
18,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,30
18,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,29
18,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,123
18,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,40
18,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,133
18,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,134
18,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,144
18,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,132
18,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,125
18,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,35
18,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,40
18,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,149
18,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,135
18,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,28
19,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,38
19,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,129
19,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,139
19,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,160
19,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,33
19,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,34
19,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,124
19,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,29
19,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,135
19,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,130
19,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,159
19,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,132
19,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,123
19,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,36
19,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,47
19,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,107
19,4,2016,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,60
19,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,35
20,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,34
20,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,111
20,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,122
20,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,140
20,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,22
20,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,23
20,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,107
20,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,23
20,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,130
20,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,119
20,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,141
20,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,127
20,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,105
20,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,21
20,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,26
20,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,101
20,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,24
21,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,30
21,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,80
21,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,100
21,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,109
21,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,38
21,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,41
21,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,69
21,4,2016,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,42
21,4,2016,Hospital General de Mexico,CUAUHTEMOC,19.4116172790527,-99.1522064208984,102
21,4,2016,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,85
21,4,2016,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,118
21,4,2016,Miguel Hidalgo,MIGUEL HIDALGO,19.4040508270264,-99.2026596069336,93
21,4,2016,Milpa Alta,MILPA ALTA,19.1769008636475,-98.9901885986328,65
21,4,2016,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,38
21,4,2016,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,30
21,4,2016,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,64
21,4,2016,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,35
22,4,2016,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,30
22,4,2016,Ajusco Medio,TLALPAN,19.2721614837646,-99.2077407836914,70
22,4,2016,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,98
22,4,2016,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,116
22,4,2016,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,28
22,4,2016,Coyoacan,COYOACAN,19.3502578735352,-99.1571044921875,27
22,4,2016,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,77
