,ID,Dia,Mes,Anio,Latitud,Longitud,Alcaldia,Alcaldia_num,AQI,Crimenes,r,p value,% / 10 AQI
13566,16_12_2018_IZTAC,16,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,159,11,0.01318,0.8163,0.03761
13567,16_12_2018_IZTAP,16,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,155,23,0.19131,0.00032,0.5664
13568,16_12_2018_MIGUE,16,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,154,11,0.01423,0.79135,0.09459
13569,16_12_2018_MILPA,16,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,76,1,0.04815,0.49514,0.45557
13570,16_12_2018_TLAHU,16,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,159,1,0.12394,0.04546,0.47128
13571,16_12_2018_TLALP,16,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,40,10,0.01401,0.7897,0.05847
13572,16_12_2018_VENUS,16,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,161,6,-0.00175,0.97358,-0.00532
13573,17_12_2018_ALVAR,17,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,43,16,-0.03119,0.57293,-0.26962
13574,17_12_2018_AZCAP,17,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,155,15,0.02454,0.66794,0.09848
13575,17_12_2018_BENIT,17,12,2018,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,157,8,0.02701,0.60847,0.14571
13576,17_12_2018_COYOA,17,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,34,7,0.10168,0.05632,1.05117
13577,17_12_2018_CUAJI,17,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,144,3,-0.04103,0.47892,-0.19329
13578,17_12_2018_CUAUH,17,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,148,23,-0.03914,0.46996,-0.1741
13579,17_12_2018_GUSTA,17,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,45,17,0.02813,0.60637,0.31166
13580,17_12_2018_IZTAC,17,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,162,13,0.01318,0.8163,0.03761
13581,17_12_2018_IZTAP,17,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,158,37,0.19131,0.00032,0.5664
13582,17_12_2018_MIGUE,17,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,155,8,0.01423,0.79135,0.09459
13583,17_12_2018_MILPA,17,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,79,3,0.04815,0.49514,0.45557
13584,17_12_2018_TLAHU,17,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,162,7,0.12394,0.04546,0.47128
13585,17_12_2018_TLALP,17,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,52,11,0.01401,0.7897,0.05847
13586,17_12_2018_VENUS,17,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,163,14,-0.00175,0.97358,-0.00532
13587,18_12_2018_ALVAR,18,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,44,17,-0.03119,0.57293,-0.26962
13588,18_12_2018_BENIT,18,12,2018,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,155,11,0.02701,0.60847,0.14571
13589,18_12_2018_COYOA,18,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,34,11,0.10168,0.05632,1.05117
13590,18_12_2018_CUAJI,18,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,136,3,-0.04103,0.47892,-0.19329
13591,18_12_2018_CUAUH,18,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,158,18,-0.03914,0.46996,-0.1741
13592,18_12_2018_GUSTA,18,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,41,19,0.02813,0.60637,0.31166
13593,18_12_2018_IZTAC,18,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,164,4,0.01318,0.8163,0.03761
13594,18_12_2018_IZTAP,18,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,160,41,0.19131,0.00032,0.5664
13595,18_12_2018_MIGUE,18,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,151,6,0.01423,0.79135,0.09459
13596,18_12_2018_TLAHU,18,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,137,4,0.12394,0.04546,0.47128
13597,18_12_2018_TLALP,18,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,36,8,0.01401,0.7897,0.05847
13598,18_12_2018_VENUS,18,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,172,10,-0.00175,0.97358,-0.00532
13599,19_12_2018_ALVAR,19,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,19,14,-0.03119,0.57293,-0.26962
13600,19_12_2018_AZCAP,19,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,38,9,0.02454,0.66794,0.09848
13601,19_12_2018_BENIT,19,12,2018,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,94,11,0.02701,0.60847,0.14571
13602,19_12_2018_COYOA,19,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,19,6,0.10168,0.05632,1.05117
13603,19_12_2018_CUAJI,19,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,71,1,-0.04103,0.47892,-0.19329
13604,19_12_2018_CUAUH,19,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,78,22,-0.03914,0.46996,-0.1741
13605,19_12_2018_GUSTA,19,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,16,17,0.02813,0.60637,0.31166
13606,19_12_2018_IZTAC,19,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,104,9,0.01318,0.8163,0.03761
13607,19_12_2018_IZTAP,19,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,75,35,0.19131,0.00032,0.5664
13608,19_12_2018_MIGUE,19,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,78,10,0.01423,0.79135,0.09459
13609,19_12_2018_MILPA,19,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,33,3,0.04815,0.49514,0.45557
13610,19_12_2018_TLAHU,19,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,104,5,0.12394,0.04546,0.47128
13611,19_12_2018_TLALP,19,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,21,10,0.01401,0.7897,0.05847
13612,19_12_2018_VENUS,19,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,64,13,-0.00175,0.97358,-0.00532
13613,20_12_2018_ALVAR,20,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,25,9,-0.03119,0.57293,-0.26962
13614,20_12_2018_AZCAP,20,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,119,5,0.02454,0.66794,0.09848
13615,20_12_2018_BENIT,20,12,2018,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,104,9,0.02701,0.60847,0.14571
13616,20_12_2018_COYOA,20,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,18,5,0.10168,0.05632,1.05117
13617,20_12_2018_CUAJI,20,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,57,1,-0.04103,0.47892,-0.19329
13618,20_12_2018_CUAUH,20,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,104,18,-0.03914,0.46996,-0.1741
13619,20_12_2018_GUSTA,20,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,19,19,0.02813,0.60637,0.31166
13620,20_12_2018_IZTAC,20,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,124,11,0.01318,0.8163,0.03761
13621,20_12_2018_IZTAP,20,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,122,33,0.19131,0.00032,0.5664
13622,20_12_2018_MIGUE,20,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,88,6,0.01423,0.79135,0.09459
13623,20_12_2018_MILPA,20,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,38,1,0.04815,0.49514,0.45557
13624,20_12_2018_TLAHU,20,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,111,3,0.12394,0.04546,0.47128
13625,20_12_2018_TLALP,20,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,25,9,0.01401,0.7897,0.05847
13626,20_12_2018_VENUS,20,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,129,12,-0.00175,0.97358,-0.00532
13627,21_12_2018_ALVAR,21,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,32,11,-0.03119,0.57293,-0.26962
13628,21_12_2018_AZCAP,21,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,149,10,0.02454,0.66794,0.09848
13629,21_12_2018_BENIT,21,12,2018,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,142,15,0.02701,0.60847,0.14571
13630,21_12_2018_COYOA,21,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,21,4,0.10168,0.05632,1.05117
13631,21_12_2018_CUAJI,21,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,112,1,-0.04103,0.47892,-0.19329
13632,21_12_2018_CUAUH,21,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,152,23,-0.03914,0.46996,-0.1741
13633,21_12_2018_GUSTA,21,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,27,15,0.02813,0.60637,0.31166
13634,21_12_2018_IZTAC,21,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,154,15,0.01318,0.8163,0.03761
13635,21_12_2018_IZTAP,21,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,153,36,0.19131,0.00032,0.5664
13636,21_12_2018_MIGUE,21,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,146,10,0.01423,0.79135,0.09459
13637,21_12_2018_MILPA,21,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,51,1,0.04815,0.49514,0.45557
13638,21_12_2018_TLAHU,21,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,160,7,0.12394,0.04546,0.47128
13639,21_12_2018_TLALP,21,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,32,10,0.01401,0.7897,0.05847
13640,21_12_2018_VENUS,21,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,165,4,-0.00175,0.97358,-0.00532
13641,22_12_2018_ALVAR,22,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,47,17,-0.03119,0.57293,-0.26962
13642,22_12_2018_AZCAP,22,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,154,1,0.02454,0.66794,0.09848
13643,22_12_2018_BENIT,22,12,2018,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,167,4,0.02701,0.60847,0.14571
13644,22_12_2018_COYOA,22,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,39,6,0.10168,0.05632,1.05117
13645,22_12_2018_CUAJI,22,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,138,3,-0.04103,0.47892,-0.19329
13646,22_12_2018_CUAUH,22,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,162,12,-0.03914,0.46996,-0.1741
13647,22_12_2018_GUSTA,22,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,43,17,0.02813,0.60637,0.31166
13648,22_12_2018_IZTAC,22,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,170,5,0.01318,0.8163,0.03761
13649,22_12_2018_IZTAP,22,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,169,24,0.19131,0.00032,0.5664
13650,22_12_2018_MIGUE,22,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,153,9,0.01423,0.79135,0.09459
13651,22_12_2018_TLAHU,22,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,168,4,0.12394,0.04546,0.47128
13652,22_12_2018_TLALP,22,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,43,10,0.01401,0.7897,0.05847
13653,22_12_2018_VENUS,22,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,178,7,-0.00175,0.97358,-0.00532
13654,23_12_2018_ALVAR,23,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,62,7,-0.03119,0.57293,-0.26962
13655,23_12_2018_AZCAP,23,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,158,4,0.02454,0.66794,0.09848
13656,23_12_2018_COYOA,23,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,46,7,0.10168,0.05632,1.05117
13657,23_12_2018_CUAJI,23,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,122,2,-0.04103,0.47892,-0.19329
13658,23_12_2018_CUAUH,23,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,154,10,-0.03914,0.46996,-0.1741
13659,23_12_2018_GUSTA,23,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,55,19,0.02813,0.60637,0.31166
13660,23_12_2018_IZTAC,23,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,170,12,0.01318,0.8163,0.03761
13661,23_12_2018_IZTAP,23,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,173,23,0.19131,0.00032,0.5664
13662,23_12_2018_MIGUE,23,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,147,7,0.01423,0.79135,0.09459
13663,23_12_2018_MILPA,23,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,90,1,0.04815,0.49514,0.45557
13664,23_12_2018_TLAHU,23,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,152,6,0.12394,0.04546,0.47128
13665,23_12_2018_TLALP,23,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,59,7,0.01401,0.7897,0.05847
13666,23_12_2018_VENUS,23,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,176,6,-0.00175,0.97358,-0.00532
13667,24_12_2018_ALVAR,24,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,57,16,-0.03119,0.57293,-0.26962
13668,24_12_2018_AZCAP,24,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,155,11,0.02454,0.66794,0.09848
13669,24_12_2018_BENIT,24,12,2018,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,142,5,0.02701,0.60847,0.14571
13670,24_12_2018_COYOA,24,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,36,7,0.10168,0.05632,1.05117
13671,24_12_2018_CUAJI,24,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,129,2,-0.04103,0.47892,-0.19329
13672,24_12_2018_CUAUH,24,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,142,16,-0.03914,0.46996,-0.1741
13673,24_12_2018_GUSTA,24,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,42,14,0.02813,0.60637,0.31166
13674,24_12_2018_IZTAC,24,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,159,19,0.01318,0.8163,0.03761
13675,24_12_2018_IZTAP,24,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,159,27,0.19131,0.00032,0.5664
13676,24_12_2018_MIGUE,24,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,143,4,0.01423,0.79135,0.09459
13677,24_12_2018_MILPA,24,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,70,2,0.04815,0.49514,0.45557
13678,24_12_2018_TLAHU,24,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,166,5,0.12394,0.04546,0.47128
13679,24_12_2018_TLALP,24,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,55,4,0.01401,0.7897,0.05847
13680,24_12_2018_VENUS,24,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,159,4,-0.00175,0.97358,-0.00532
13681,25_12_2018_ALVAR,25,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,78,10,-0.03119,0.57293,-0.26962
13682,25_12_2018_AZCAP,25,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,202,5,0.02454,0.66794,0.09848
13683,25_12_2018_COYOA,25,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,44,4,0.10168,0.05632,1.05117
13684,25_12_2018_CUAJI,25,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,147,5,-0.04103,0.47892,-0.19329
13685,25_12_2018_CUAUH,25,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,187,8,-0.03914,0.46996,-0.1741
13686,25_12_2018_GUSTA,25,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,61,10,0.02813,0.60637,0.31166
13687,25_12_2018_IZTAC,25,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,234,8,0.01318,0.8163,0.03761
13688,25_12_2018_IZTAP,25,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,208,21,0.19131,0.00032,0.5664
13689,25_12_2018_MIGUE,25,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,175,1,0.01423,0.79135,0.09459
13690,25_12_2018_MILPA,25,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,63,1,0.04815,0.49514,0.45557
13691,25_12_2018_TLAHU,25,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,175,2,0.12394,0.04546,0.47128
13692,25_12_2018_TLALP,25,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,44,3,0.01401,0.7897,0.05847
13693,25_12_2018_VENUS,25,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,212,4,-0.00175,0.97358,-0.00532
13694,26_12_2018_ALVAR,26,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,29,14,-0.03119,0.57293,-0.26962
13695,26_12_2018_AZCAP,26,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,146,8,0.02454,0.66794,0.09848
13696,26_12_2018_COYOA,26,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,32,8,0.10168,0.05632,1.05117
13697,26_12_2018_CUAJI,26,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,98,3,-0.04103,0.47892,-0.19329
13698,26_12_2018_CUAUH,26,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,120,21,-0.03914,0.46996,-0.1741
13699,26_12_2018_GUSTA,26,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,25,17,0.02813,0.60637,0.31166
13700,26_12_2018_IZTAC,26,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,132,8,0.01318,0.8163,0.03761
13701,26_12_2018_IZTAP,26,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,126,24,0.19131,0.00032,0.5664
13702,26_12_2018_MIGUE,26,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,115,9,0.01423,0.79135,0.09459
13703,26_12_2018_MILPA,26,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,38,2,0.04815,0.49514,0.45557
13704,26_12_2018_TLALP,26,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,23,8,0.01401,0.7897,0.05847
13705,26_12_2018_VENUS,26,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,145,11,-0.00175,0.97358,-0.00532
13706,27_12_2018_ALVAR,27,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,16,10,-0.03119,0.57293,-0.26962
13707,27_12_2018_AZCAP,27,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,97,6,0.02454,0.66794,0.09848
13708,27_12_2018_BENIT,27,12,2018,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,91,6,0.02701,0.60847,0.14571
13709,27_12_2018_COYOA,27,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,21,3,0.10168,0.05632,1.05117
13710,27_12_2018_CUAJI,27,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,56,1,-0.04103,0.47892,-0.19329
13711,27_12_2018_CUAUH,27,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,88,18,-0.03914,0.46996,-0.1741
13712,27_12_2018_GUSTA,27,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,15,13,0.02813,0.60637,0.31166
13713,27_12_2018_IZTAC,27,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,104,6,0.01318,0.8163,0.03761
13714,27_12_2018_IZTAP,27,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,99,23,0.19131,0.00032,0.5664
13715,27_12_2018_MIGUE,27,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,87,14,0.01423,0.79135,0.09459
13716,27_12_2018_TLAHU,27,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,80,8,0.12394,0.04546,0.47128
13717,27_12_2018_TLALP,27,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,22,8,0.01401,0.7897,0.05847
13718,27_12_2018_VENUS,27,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,117,8,-0.00175,0.97358,-0.00532
13719,28_12_2018_ALVAR,28,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,20,14,-0.03119,0.57293,-0.26962
13720,28_12_2018_AZCAP,28,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,130,7,0.02454,0.66794,0.09848
13721,28_12_2018_BENIT,28,12,2018,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,99,3,0.02701,0.60847,0.14571
13722,28_12_2018_COYOA,28,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,18,4,0.10168,0.05632,1.05117
13723,28_12_2018_CUAJI,28,12,2018,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,71,1,-0.04103,0.47892,-0.19329
13724,28_12_2018_CUAUH,28,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,100,20,-0.03914,0.46996,-0.1741
13725,28_12_2018_GUSTA,28,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,13,18,0.02813,0.60637,0.31166
13726,28_12_2018_IZTAC,28,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,119,13,0.01318,0.8163,0.03761
13727,28_12_2018_IZTAP,28,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,112,32,0.19131,0.00032,0.5664
13728,28_12_2018_MIGUE,28,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,91,5,0.01423,0.79135,0.09459
13729,28_12_2018_MILPA,28,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,28,3,0.04815,0.49514,0.45557
13730,28_12_2018_TLAHU,28,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,102,3,0.12394,0.04546,0.47128
13731,28_12_2018_TLALP,28,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,14,7,0.01401,0.7897,0.05847
13732,28_12_2018_VENUS,28,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,128,6,-0.00175,0.97358,-0.00532
13733,29_12_2018_ALVAR,29,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,34,12,-0.03119,0.57293,-0.26962
13734,29_12_2018_AZCAP,29,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,136,4,0.02454,0.66794,0.09848
13735,29_12_2018_BENIT,29,12,2018,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,131,5,0.02701,0.60847,0.14571
13736,29_12_2018_COYOA,29,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,26,9,0.10168,0.05632,1.05117
13737,29_12_2018_CUAUH,29,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,122,15,-0.03914,0.46996,-0.1741
13738,29_12_2018_GUSTA,29,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,21,10,0.02813,0.60637,0.31166
13739,29_12_2018_IZTAC,29,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,145,11,0.01318,0.8163,0.03761
13740,29_12_2018_IZTAP,29,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,135,34,0.19131,0.00032,0.5664
13741,29_12_2018_MIGUE,29,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,111,6,0.01423,0.79135,0.09459
13742,29_12_2018_MILPA,29,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,30,1,0.04815,0.49514,0.45557
13743,29_12_2018_TLAHU,29,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,126,5,0.12394,0.04546,0.47128
13744,29_12_2018_TLALP,29,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,23,12,0.01401,0.7897,0.05847
13745,29_12_2018_VENUS,29,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,149,7,-0.00175,0.97358,-0.00532
13746,30_12_2018_ALVAR,30,12,2018,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,23,8,-0.03119,0.57293,-0.26962
13747,30_12_2018_AZCAP,30,12,2018,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,108,3,0.02454,0.66794,0.09848
13748,30_12_2018_BENIT,30,12,2018,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,110,7,0.02701,0.60847,0.14571
13749,30_12_2018_COYOA,30,12,2018,19.3044414520264,-99.103630065918,COYOACAN,14,17,3,0.10168,0.05632,1.05117
13750,30_12_2018_CUAUH,30,12,2018,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,108,19,-0.03914,0.46996,-0.1741
13751,30_12_2018_GUSTA,30,12,2018,19.4827003479004,-99.0945205688477,GUSTAVO A MADERO,12,14,18,0.02813,0.60637,0.31166
13752,30_12_2018_IZTAC,30,12,2018,19.3844127655029,-99.1176376342773,IZTACALCO,3,132,10,0.01318,0.8163,0.03761
13753,30_12_2018_IZTAP,30,12,2018,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,110,23,0.19131,0.00032,0.5664
13754,30_12_2018_MIGUE,30,12,2018,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,100,10,0.01423,0.79135,0.09459
13755,30_12_2018_MILPA,30,12,2018,19.1769008636475,-98.9901885986328,MILPA ALTA,13,30,2,0.04815,0.49514,0.45557
13756,30_12_2018_TLAHU,30,12,2018,19.2464580535889,-99.0105667114258,TLAHUAC,6,110,2,0.12394,0.04546,0.47128
13757,30_12_2018_TLALP,30,12,2018,19.1542854309082,-99.1626129150391,TLALPAN,4,19,7,0.01401,0.7897,0.05847
13758,30_12_2018_VENUS,30,12,2018,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,142,5,-0.00175,0.97358,-0.00532
