,ID,Dia,Mes,Anio,Latitud,Longitud,Alcaldia,Alcaldia_num,AQI,Crimenes,r,p value,% / 10 AQI
3126,2_9_2016_BENIT,2,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,73,6,0.04593,0.38688,0.298
3127,2_9_2016_COYOA,2,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,30,6,0.21894,3e-05,2.00756
3128,2_9_2016_CUAUH,2,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,71,13,0.11413,0.02903,0.55094
3129,2_9_2016_GUSTA,2,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,24,7,0.1401,0.00803,1.3659
3130,2_9_2016_IZTAC,2,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,65,3,0.11471,0.03191,0.53143
3131,2_9_2016_IZTAP,2,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,27,22,0.0709,0.1795,0.1876
3132,2_9_2016_MIGUE,2,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,66,3,0.05957,0.26429,0.31492
3133,2_9_2016_MILPA,2,9,2016,19.1769008636475,-98.9901885986328,MILPA ALTA,13,25,1,-0.06052,0.39823,-0.32245
3134,2_9_2016_TLAHU,2,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,61,2,0.06017,0.27215,0.34631
3135,2_9_2016_TLALP,2,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,29,3,0.07686,0.14441,0.5717
3136,2_9_2016_VENUS,2,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,86,3,0.03224,0.54488,0.13043
3137,3_9_2016_ALVAR,3,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,18,7,-0.00885,0.87071,-0.07645
3138,3_9_2016_AZCAP,3,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,75,11,-0.02489,0.64123,-0.10199
3139,3_9_2016_BENIT,3,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,64,5,0.04593,0.38688,0.298
3140,3_9_2016_COYOA,3,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,15,5,0.21894,3e-05,2.00756
3141,3_9_2016_CUAUH,3,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,62,12,0.11413,0.02903,0.55094
3142,3_9_2016_GUSTA,3,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,21,4,0.1401,0.00803,1.3659
3143,3_9_2016_IZTAC,3,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,51,5,0.11471,0.03191,0.53143
3144,3_9_2016_IZTAP,3,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,14,21,0.0709,0.1795,0.1876
3145,3_9_2016_MIGUE,3,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,60,3,0.05957,0.26429,0.31492
3146,3_9_2016_TLAHU,3,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,50,8,0.06017,0.27215,0.34631
3147,3_9_2016_TLALP,3,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,26,6,0.07686,0.14441,0.5717
3148,3_9_2016_VENUS,3,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,70,8,0.03224,0.54488,0.13043
3149,4_9_2016_ALVAR,4,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,9,11,-0.00885,0.87071,-0.07645
3150,4_9_2016_AZCAP,4,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,63,3,-0.02489,0.64123,-0.10199
3151,4_9_2016_BENIT,4,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,49,3,0.04593,0.38688,0.298
3152,4_9_2016_COYOA,4,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,9,3,0.21894,3e-05,2.00756
3153,4_9_2016_CUAUH,4,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,54,15,0.11413,0.02903,0.55094
3154,4_9_2016_GUSTA,4,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,11,15,0.1401,0.00803,1.3659
3155,4_9_2016_IZTAC,4,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,45,8,0.11471,0.03191,0.53143
3156,4_9_2016_IZTAP,4,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,11,19,0.0709,0.1795,0.1876
3157,4_9_2016_MIGUE,4,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,50,3,0.05957,0.26429,0.31492
3158,4_9_2016_MILPA,4,9,2016,19.1769008636475,-98.9901885986328,MILPA ALTA,13,26,2,-0.06052,0.39823,-0.32245
3159,4_9_2016_TLAHU,4,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,35,8,0.06017,0.27215,0.34631
3160,4_9_2016_TLALP,4,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,19,12,0.07686,0.14441,0.5717
3161,4_9_2016_VENUS,4,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,57,3,0.03224,0.54488,0.13043
3162,5_9_2016_ALVAR,5,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,8,5,-0.00885,0.87071,-0.07645
3163,5_9_2016_AZCAP,5,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,88,2,-0.02489,0.64123,-0.10199
3164,5_9_2016_BENIT,5,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,79,5,0.04593,0.38688,0.298
3165,5_9_2016_CUAJI,5,9,2016,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,10,1,0.07397,0.26074,0.28515
3166,5_9_2016_CUAUH,5,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,78,12,0.11413,0.02903,0.55094
3167,5_9_2016_GUSTA,5,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,11,12,0.1401,0.00803,1.3659
3168,5_9_2016_IZTAC,5,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,60,2,0.11471,0.03191,0.53143
3169,5_9_2016_IZTAP,5,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,14,20,0.0709,0.1795,0.1876
3170,5_9_2016_MIGUE,5,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,66,1,0.05957,0.26429,0.31492
3171,5_9_2016_MILPA,5,9,2016,19.1769008636475,-98.9901885986328,MILPA ALTA,13,39,1,-0.06052,0.39823,-0.32245
3172,5_9_2016_TLAHU,5,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,47,4,0.06017,0.27215,0.34631
3173,5_9_2016_TLALP,5,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,19,10,0.07686,0.14441,0.5717
3174,5_9_2016_VENUS,5,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,85,4,0.03224,0.54488,0.13043
3175,6_9_2016_ALVAR,6,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,29,8,-0.00885,0.87071,-0.07645
3176,6_9_2016_AZCAP,6,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,119,6,-0.02489,0.64123,-0.10199
3177,6_9_2016_BENIT,6,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,81,3,0.04593,0.38688,0.298
3178,6_9_2016_COYOA,6,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,25,6,0.21894,3e-05,2.00756
3179,6_9_2016_CUAJI,6,9,2016,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,37,2,0.07397,0.26074,0.28515
3180,6_9_2016_CUAUH,6,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,83,17,0.11413,0.02903,0.55094
3181,6_9_2016_GUSTA,6,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,23,13,0.1401,0.00803,1.3659
3182,6_9_2016_IZTAC,6,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,67,4,0.11471,0.03191,0.53143
3183,6_9_2016_IZTAP,6,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,29,16,0.0709,0.1795,0.1876
3184,6_9_2016_MIGUE,6,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,72,8,0.05957,0.26429,0.31492
3185,6_9_2016_TLAHU,6,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,67,1,0.06017,0.27215,0.34631
3186,6_9_2016_TLALP,6,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,27,6,0.07686,0.14441,0.5717
3187,6_9_2016_VENUS,6,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,102,6,0.03224,0.54488,0.13043
3188,7_9_2016_ALVAR,7,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,50,3,-0.00885,0.87071,-0.07645
3189,7_9_2016_AZCAP,7,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,123,5,-0.02489,0.64123,-0.10199
3190,7_9_2016_BENIT,7,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,102,6,0.04593,0.38688,0.298
3191,7_9_2016_COYOA,7,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,47,6,0.21894,3e-05,2.00756
3192,7_9_2016_CUAJI,7,9,2016,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,58,1,0.07397,0.26074,0.28515
3193,7_9_2016_CUAUH,7,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,102,10,0.11413,0.02903,0.55094
3194,7_9_2016_GUSTA,7,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,35,11,0.1401,0.00803,1.3659
3195,7_9_2016_IZTAC,7,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,92,6,0.11471,0.03191,0.53143
3196,7_9_2016_IZTAP,7,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,40,24,0.0709,0.1795,0.1876
3197,7_9_2016_MIGUE,7,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,92,3,0.05957,0.26429,0.31492
3198,7_9_2016_MILPA,7,9,2016,19.1769008636475,-98.9901885986328,MILPA ALTA,13,95,1,-0.06052,0.39823,-0.32245
3199,7_9_2016_TLAHU,7,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,104,5,0.06017,0.27215,0.34631
3200,7_9_2016_TLALP,7,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,59,6,0.07686,0.14441,0.5717
3201,7_9_2016_VENUS,7,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,121,12,0.03224,0.54488,0.13043
3202,8_9_2016_ALVAR,8,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,26,8,-0.00885,0.87071,-0.07645
3203,8_9_2016_AZCAP,8,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,125,5,-0.02489,0.64123,-0.10199
3204,8_9_2016_BENIT,8,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,96,5,0.04593,0.38688,0.298
3205,8_9_2016_COYOA,8,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,26,4,0.21894,3e-05,2.00756
3206,8_9_2016_CUAJI,8,9,2016,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,32,2,0.07397,0.26074,0.28515
3207,8_9_2016_CUAUH,8,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,91,10,0.11413,0.02903,0.55094
3208,8_9_2016_GUSTA,8,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,18,17,0.1401,0.00803,1.3659
3209,8_9_2016_IZTAC,8,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,84,8,0.11471,0.03191,0.53143
3210,8_9_2016_IZTAP,8,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,22,14,0.0709,0.1795,0.1876
3211,8_9_2016_MIGUE,8,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,82,5,0.05957,0.26429,0.31492
3212,8_9_2016_MILPA,8,9,2016,19.1769008636475,-98.9901885986328,MILPA ALTA,13,95,2,-0.06052,0.39823,-0.32245
3213,8_9_2016_TLAHU,8,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,109,2,0.06017,0.27215,0.34631
3214,8_9_2016_TLALP,8,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,38,5,0.07686,0.14441,0.5717
3215,8_9_2016_VENUS,8,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,121,6,0.03224,0.54488,0.13043
3216,9_9_2016_ALVAR,9,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,42,11,-0.00885,0.87071,-0.07645
3217,9_9_2016_AZCAP,9,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,139,2,-0.02489,0.64123,-0.10199
3218,9_9_2016_BENIT,9,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,129,2,0.04593,0.38688,0.298
3219,9_9_2016_COYOA,9,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,45,3,0.21894,3e-05,2.00756
3220,9_9_2016_CUAJI,9,9,2016,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,44,1,0.07397,0.26074,0.28515
3221,9_9_2016_CUAUH,9,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,123,15,0.11413,0.02903,0.55094
3222,9_9_2016_GUSTA,9,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,32,14,0.1401,0.00803,1.3659
3223,9_9_2016_IZTAC,9,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,120,7,0.11471,0.03191,0.53143
3224,9_9_2016_IZTAP,9,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,40,16,0.0709,0.1795,0.1876
3225,9_9_2016_MIGUE,9,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,110,1,0.05957,0.26429,0.31492
3226,9_9_2016_MILPA,9,9,2016,19.1769008636475,-98.9901885986328,MILPA ALTA,13,104,2,-0.06052,0.39823,-0.32245
3227,9_9_2016_TLAHU,9,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,132,2,0.06017,0.27215,0.34631
3228,9_9_2016_TLALP,9,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,50,6,0.07686,0.14441,0.5717
3229,9_9_2016_VENUS,9,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,140,7,0.03224,0.54488,0.13043
3230,10_9_2016_ALVAR,10,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,47,9,-0.00885,0.87071,-0.07645
3231,10_9_2016_AZCAP,10,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,139,10,-0.02489,0.64123,-0.10199
3232,10_9_2016_BENIT,10,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,127,6,0.04593,0.38688,0.298
3233,10_9_2016_COYOA,10,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,47,1,0.21894,3e-05,2.00756
3234,10_9_2016_CUAJI,10,9,2016,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,49,4,0.07397,0.26074,0.28515
3235,10_9_2016_CUAUH,10,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,115,15,0.11413,0.02903,0.55094
3236,10_9_2016_GUSTA,10,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,38,5,0.1401,0.00803,1.3659
3237,10_9_2016_IZTAC,10,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,116,6,0.11471,0.03191,0.53143
3238,10_9_2016_IZTAP,10,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,41,16,0.0709,0.1795,0.1876
3239,10_9_2016_MIGUE,10,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,108,3,0.05957,0.26429,0.31492
3240,10_9_2016_TLAHU,10,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,115,1,0.06017,0.27215,0.34631
3241,10_9_2016_TLALP,10,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,59,7,0.07686,0.14441,0.5717
3242,10_9_2016_VENUS,10,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,147,3,0.03224,0.54488,0.13043
3243,11_9_2016_ALVAR,11,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,38,10,-0.00885,0.87071,-0.07645
3244,11_9_2016_AZCAP,11,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,109,4,-0.02489,0.64123,-0.10199
3245,11_9_2016_BENIT,11,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,102,3,0.04593,0.38688,0.298
3246,11_9_2016_COYOA,11,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,35,8,0.21894,3e-05,2.00756
3247,11_9_2016_CUAJI,11,9,2016,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,45,2,0.07397,0.26074,0.28515
3248,11_9_2016_CUAUH,11,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,94,5,0.11413,0.02903,0.55094
3249,11_9_2016_GUSTA,11,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,33,5,0.1401,0.00803,1.3659
3250,11_9_2016_IZTAC,11,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,98,3,0.11471,0.03191,0.53143
3251,11_9_2016_IZTAP,11,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,37,26,0.0709,0.1795,0.1876
3252,11_9_2016_MIGUE,11,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,84,5,0.05957,0.26429,0.31492
3253,11_9_2016_MILPA,11,9,2016,19.1769008636475,-98.9901885986328,MILPA ALTA,13,95,1,-0.06052,0.39823,-0.32245
3254,11_9_2016_TLAHU,11,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,100,5,0.06017,0.27215,0.34631
3255,11_9_2016_TLALP,11,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,35,12,0.07686,0.14441,0.5717
3256,11_9_2016_VENUS,11,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,109,8,0.03224,0.54488,0.13043
3257,12_9_2016_ALVAR,12,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,40,7,-0.00885,0.87071,-0.07645
3258,12_9_2016_AZCAP,12,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,141,8,-0.02489,0.64123,-0.10199
3259,12_9_2016_BENIT,12,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,127,9,0.04593,0.38688,0.298
3260,12_9_2016_COYOA,12,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,28,5,0.21894,3e-05,2.00756
3261,12_9_2016_CUAUH,12,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,129,11,0.11413,0.02903,0.55094
3262,12_9_2016_GUSTA,12,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,28,12,0.1401,0.00803,1.3659
3263,12_9_2016_IZTAP,12,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,33,21,0.0709,0.1795,0.1876
3264,12_9_2016_MIGUE,12,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,109,2,0.05957,0.26429,0.31492
3265,12_9_2016_TLAHU,12,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,116,4,0.06017,0.27215,0.34631
3266,12_9_2016_TLALP,12,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,45,8,0.07686,0.14441,0.5717
3267,12_9_2016_VENUS,12,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,139,7,0.03224,0.54488,0.13043
3268,13_9_2016_ALVAR,13,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,30,7,-0.00885,0.87071,-0.07645
3269,13_9_2016_AZCAP,13,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,133,2,-0.02489,0.64123,-0.10199
3270,13_9_2016_BENIT,13,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,116,8,0.04593,0.38688,0.298
3271,13_9_2016_COYOA,13,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,29,9,0.21894,3e-05,2.00756
3272,13_9_2016_CUAJI,13,9,2016,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,38,1,0.07397,0.26074,0.28515
3273,13_9_2016_CUAUH,13,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,114,8,0.11413,0.02903,0.55094
3274,13_9_2016_GUSTA,13,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,22,6,0.1401,0.00803,1.3659
3275,13_9_2016_IZTAC,13,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,104,4,0.11471,0.03191,0.53143
3276,13_9_2016_IZTAP,13,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,30,19,0.0709,0.1795,0.1876
3277,13_9_2016_MIGUE,13,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,99,5,0.05957,0.26429,0.31492
3278,13_9_2016_MILPA,13,9,2016,19.1769008636475,-98.9901885986328,MILPA ALTA,13,97,1,-0.06052,0.39823,-0.32245
3279,13_9_2016_TLAHU,13,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,114,2,0.06017,0.27215,0.34631
3280,13_9_2016_TLALP,13,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,56,7,0.07686,0.14441,0.5717
3281,13_9_2016_VENUS,13,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,145,5,0.03224,0.54488,0.13043
3282,14_9_2016_ALVAR,14,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,43,8,-0.00885,0.87071,-0.07645
3283,14_9_2016_AZCAP,14,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,140,5,-0.02489,0.64123,-0.10199
3284,14_9_2016_BENIT,14,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,115,5,0.04593,0.38688,0.298
3285,14_9_2016_COYOA,14,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,43,5,0.21894,3e-05,2.00756
3286,14_9_2016_CUAJI,14,9,2016,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,33,1,0.07397,0.26074,0.28515
3287,14_9_2016_CUAUH,14,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,109,14,0.11413,0.02903,0.55094
3288,14_9_2016_GUSTA,14,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,28,11,0.1401,0.00803,1.3659
3289,14_9_2016_IZTAC,14,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,105,9,0.11471,0.03191,0.53143
3290,14_9_2016_IZTAP,14,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,32,29,0.0709,0.1795,0.1876
3291,14_9_2016_MIGUE,14,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,97,6,0.05957,0.26429,0.31492
3292,14_9_2016_MILPA,14,9,2016,19.1769008636475,-98.9901885986328,MILPA ALTA,13,110,1,-0.06052,0.39823,-0.32245
3293,14_9_2016_TLAHU,14,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,124,2,0.06017,0.27215,0.34631
3294,14_9_2016_TLALP,14,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,54,6,0.07686,0.14441,0.5717
3295,14_9_2016_VENUS,14,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,125,10,0.03224,0.54488,0.13043
3296,15_9_2016_ALVAR,15,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,37,4,-0.00885,0.87071,-0.07645
3297,15_9_2016_AZCAP,15,9,2016,19.4684047698975,-99.169792175293,AZCAPOTZALCO,7,120,4,-0.02489,0.64123,-0.10199
3298,15_9_2016_BENIT,15,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,94,4,0.04593,0.38688,0.298
3299,15_9_2016_COYOA,15,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,38,5,0.21894,3e-05,2.00756
3300,15_9_2016_CUAUH,15,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,94,9,0.11413,0.02903,0.55094
3301,15_9_2016_GUSTA,15,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,26,15,0.1401,0.00803,1.3659
3302,15_9_2016_IZTAC,15,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,101,2,0.11471,0.03191,0.53143
3303,15_9_2016_IZTAP,15,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,32,17,0.0709,0.1795,0.1876
3304,15_9_2016_MIGUE,15,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,90,1,0.05957,0.26429,0.31492
3305,15_9_2016_TLAHU,15,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,109,3,0.06017,0.27215,0.34631
3306,15_9_2016_TLALP,15,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,45,9,0.07686,0.14441,0.5717
3307,15_9_2016_VENUS,15,9,2016,19.4246101379395,-99.1195907592773,VENUSTIANO CARRANZA,2,120,6,0.03224,0.54488,0.13043
3308,16_9_2016_ALVAR,16,9,2016,19.3251457214355,-99.2041397094727,ALVARO OBREGON,11,26,7,-0.00885,0.87071,-0.07645
3309,16_9_2016_BENIT,16,9,2016,19.3704643249512,-99.1595993041992,BENITO JUAREZ,1,73,2,0.04593,0.38688,0.298
3310,16_9_2016_COYOA,16,9,2016,19.3044414520264,-99.103630065918,COYOACAN,14,26,10,0.21894,3e-05,2.00756
3311,16_9_2016_CUAJI,16,9,2016,19.3573570251465,-99.2628631591797,CUAJIMALPA DE MORELOS,5,31,2,0.07397,0.26074,0.28515
3312,16_9_2016_CUAUH,16,9,2016,19.4116172790527,-99.1522064208984,CUAUHTEMOC,8,71,7,0.11413,0.02903,0.55094
3313,16_9_2016_GUSTA,16,9,2016,19.4525928497314,-99.0860977172852,GUSTAVO A MADERO,12,32,11,0.1401,0.00803,1.3659
3314,16_9_2016_IZTAC,16,9,2016,19.3844127655029,-99.1176376342773,IZTACALCO,3,75,8,0.11471,0.03191,0.53143
3315,16_9_2016_IZTAP,16,9,2016,19.3607940673828,-99.0738830566406,IZTAPALAPA,10,31,26,0.0709,0.1795,0.1876
3316,16_9_2016_MIGUE,16,9,2016,19.4040508270264,-99.2026596069336,MIGUEL HIDALGO,9,67,2,0.05957,0.26429,0.31492
3317,16_9_2016_MILPA,16,9,2016,19.1769008636475,-98.9901885986328,MILPA ALTA,13,68,1,-0.06052,0.39823,-0.32245
3318,16_9_2016_TLAHU,16,9,2016,19.2464580535889,-99.0105667114258,TLAHUAC,6,69,2,0.06017,0.27215,0.34631
3319,16_9_2016_TLALP,16,9,2016,19.1542854309082,-99.1626129150391,TLALPAN,4,21,8,0.07686,0.14441,0.5717
